,address,latitude,longitude
66,318 FREMONT ST,37.787706863224,-122.393337034111
67,498 ALABAMA ST,37.76296789677,-122.412250492087
68,380 ALABAMA ST,37.764463011457,-122.41239227227
69,580 ALABAMA ST,37.761910958472,-122.412149333282
70,88 CONNECTICUT ST,37.765250826613,-122.397826775191
71,502 ALABAMA ST,37.762830033565,-122.412237329721
72,501 FRANKLIN ST,37.779000797959,-122.421791117009
73,90 ARKANSAS ST,37.765163436272,-122.398791158136
74,306 BRANNAN ST,37.781748804382,-122.392296387363
75,430 BRANNAN ST,37.779440010027,-122.395222358457
76,612 ALABAMA ST,37.761441981006,-122.412103861519
77,601 GOUGH ST,37.778793605524,-122.42343829368
78,620 ALABAMA ST,37.761346980596,-122.412094495294
79,466 BRANNAN ST,37.778863916302,-122.395949662137
80,50 WISCONSIN ST,37.766509425148,-122.399865660637
81,694 ALABAMA ST,37.760468226804,-122.412007857704
82,204 BEALE ST,37.78979597334,-122.394217489305
84,20 WISCONSIN ST,37.76666669428,-122.399807973893
85,753 FLORIDA ST,37.759737236722,-122.410821225996
86,306 BEALE ST,37.788543249468,-122.39264257469
87,751 FLORIDA ST,37.759761896226,-122.410823655945
88,80 WISCONSIN ST,37.766382037225,-122.399850167527
89,711 FLORIDA ST,37.760255086297,-122.410872254905
90,318 BEALE ST,37.788409687271,-122.392477645655
91,90 WISCONSIN ST,37.766339574584,-122.399845003157
92,607 FLORIDA ST,37.761576720376,-122.41100334414
93,388 BEALE ST,37.787568929585,-122.391424776389
95,170 SHIPLEY ST,37.780387089696,-122.402231755969
96,402 BEALE ST,37.787362396239,-122.391162271652
98,601 FLORIDA ST,37.761647419963,-122.411010363948
99,555 FLORIDA ST,37.762279807463,-122.411069071838
100,565 FLORIDA ST,37.762161979738,-122.411058208303
102,575 FLORIDA ST,37.762044152014,-122.411047344768
103,148 SHIPLEY ST,37.780765122698,-122.401755000916
104,450 CAROLINA ST,37.762966288576,-122.400521373085
105,240 SHIPLEY ST,37.778978530753,-122.4040223384
106,557 FLORIDA ST,37.762256241918,-122.411066899131
109,236 SHIPLEY ST,37.779088081881,-122.403883403352
111,590 YORK ST,37.762034826201,-122.409251321225
113,285 SHIPLEY ST,37.778343108247,-122.404620809611
116,594 YORK ST,37.761952345104,-122.409243424109
118,750 YORK ST,37.759875082175,-122.409027187886
119,469 HAMPSHIRE ST,37.763547908159,-122.408269762968
120,1130 HARRISON ST,37.774723082034,-122.407402188118
121,1140 HARRISON ST,37.774578382096,-122.407585904357
122,485 HAMPSHIRE ST,37.763353505278,-122.408251663413
123,770 YORK ST,37.759634416838,-122.408999140452
124,798 YORK ST,37.759284277266,-122.408941327492
125,1136 HARRISON ST,37.774610226282,-122.407545601555
126,501 HAMPSHIRE ST,37.76306917363,-122.408225129674
127,796 YORK ST,37.759306753406,-122.408952565558
128,1160 HARRISON ST,37.774354826939,-122.407869793721
129,1170 HARRISON ST,37.774220825288,-122.408042460915
130,509 HAMPSHIRE ST,37.762977114448,-122.408216457443
131,593 HAMPSHIRE ST,37.762010493042,-122.408125399024
132,551 HAMPSHIRE ST,37.762493803745,-122.408170928233
133,595 HAMPSHIRE ST,37.761987478247,-122.408123230966
134,569 HAMPSHIRE ST,37.762286670587,-122.408151415715
135,390 BAY SHORE BLVD,37.741389415164,-122.40664799353
136,2205 REVERE AVE,37.738105282062,-122.401633477587
137,2203 REVERE AVE,37.738088094379,-122.401603186429
138,2129 PALOU AVE,37.739432820642,-122.400634296077
139,2111 PALOU AVE,37.739333830538,-122.400468420812
140,55 DORMAN AVE,37.739665195017,-122.402681428352
141,430 BARNEVELD AVE,37.740539265282,-122.404265105145
142,420 BARNEVELD AVE,37.740589953542,-122.404247153047
143,312 BARNEVELD AVE,37.741641460921,-122.403552050157
144,890 TOLAND ST,37.741707550764,-122.400971124143
145,2159 OAKDALE AVE,37.740484229683,-122.400832671606
146,1260 CONNECTICUT ST,37.750311498392,-122.396400111441
147,1298 CONNECTICUT ST,37.749800931176,-122.396351944785
148,698 25TH ST,37.753004860283,-122.385781518959
149,965 ILLINOIS ST,37.759709055618,-122.38741108619
150,953 ILLINOIS ST,37.759856495459,-122.38742567386
151,935 ILLINOIS ST,37.760077655221,-122.387447555364
152,925 ILLINOIS ST,37.760200521756,-122.387459711755
153,921 ILLINOIS ST,37.76024966837,-122.387464574311
154,905 ILLINOIS ST,37.760446254825,-122.387484024537
155,919 ILLINOIS ST,37.760274241677,-122.387467005589
156,671 ILLINOIS ST,37.763771934309,-122.387787105002
157,566 INDIANA ST,37.763300082556,-122.391774107297
158,600 INDIANA ST,37.7628084801,-122.391728414967
159,620 INDIANA ST,37.762570979077,-122.391704999403
160,704 INDIANA ST,37.761484971165,-122.391598307236
161,772 INDIANA ST,37.760708709806,-122.391524647494
162,890 INDIANA ST,37.758510011117,-122.39131477795
163,974 INDIANA ST,37.758423777905,-122.391306681829
164,750 IOWA ST,37.757177930274,-122.392076801835
165,909 23RD ST,37.755263173869,-122.389138221735
166,901 23RD ST,37.755266935275,-122.389069575987
167,343 GRANT AVE,37.790206827013,-122.405599934307
168,2425 IRVING ST,37.763205280442,-122.483848259589
169,27 DRUMM ST,37.793820858363,-122.39649699981
170,2045 IRVING ST,37.763386331844,-122.479752172761
171,830 SACRAMENTO ST,37.793354340498,-122.406809431299
172,214 CALIFORNIA ST,37.793390102034,-122.399012068788
173,50 GROVE ST,37.778864206881,-122.415413380755
174,2033 IRVING ST,37.763391097324,-122.479638754158
175,1941 IRVING ST,37.763438172744,-122.478639948205
176,1917 IRVING ST,37.763449618447,-122.478411987633
177,1933 IRVING ST,37.763441987979,-122.478563961348
178,1901 IRVING ST,37.763457248916,-122.478260013919
179,1135 MISSION ST,37.778549398339,-122.411675671555
180,1911 IRVING ST,37.763452479873,-122.478354997491
181,510 JACKSON ST,37.796451949561,-122.403657803515
182,250 MCALLISTER ST,37.780664948702,-122.416220891934
183,580 BUSH ST,37.790461897218,-122.406839975998
184,428 JACKSON ST,37.796602199146,-122.402507815689
185,460 BUSH ST,37.790681430505,-122.405143532201
186,248 JACKSON ST,37.796907456172,-122.400093804928
187,380 O'FARRELL ST,37.786100363673,-122.410991223948
188,210 JACKSON ST,37.796959555065,-122.399693869101
189,331 HAYES ST,37.77694887157,-122.421992018514
190,555 MISSION ST,37.788666472489,-122.398860503002
191,180 O'FARRELL ST,37.786550052395,-122.407391710798
192,327 HAYES ST,37.776986672486,-122.421691254547
193,325 HAYES ST,37.777005572943,-122.421540872564
194,225 MISSION ST,37.791612273524,-122.39512680327
195,716 PACIFIC AVE,37.796936693751,-122.406990776835
196,1255 TARAVAL ST,37.742826360176,-122.479484690421
197,614 PINE ST,37.791503188496,-122.4061708842
198,530 SUTTER ST,37.789160599792,-122.409545848683
199,935 MONTGOMERY ST,37.797512569278,-122.40379403509
200,950 MISSION ST,37.781574584365,-122.408046155749
201,115 OLIVE ST,37.784405728028,-122.419717178558
202,972 MISSION ST,37.781334187663,-122.408349468811
203,49 OLIVE ST,37.784550544937,-122.418603069225
204,131 MASON ST,37.784423759023,-122.409398632484
205,1030 MISSION ST,37.780457519534,-122.409461654435
206,111 MASON ST,37.78476222468,-122.40946764
207,41 MASON ST,37.783778082426,-122.409257874909
208,975 VAN NESS AVE,37.784545160446,-122.42130040191
209,39 MASON ST,37.783752647018,-122.409252279122
210,1188 MISSION ST,37.777672981516,-122.412989008872
211,675 GOLDEN GATE AVE,37.780819196603,-122.421660634622
212,80 TURK ST,37.783309558019,-122.410447935296
213,1190 MISSION ST,37.777646401832,-122.413022811301
214,1400 MISSION ST,37.775272104023,-122.416010298037
215,166 LOMBARD ST,37.803953348182,-122.404437523923
216,602 TENNESSEE ST,37.764171031898,-122.38991733422
217,150 LOMBARD ST,37.803982845359,-122.404193501687
218,670 TENNESSEE ST,37.763369786953,-122.389840619377
219,632 TENNESSEE ST,37.763817541481,-122.389883489436
220,802 TENNESSEE ST,37.761623729879,-122.389674072712
221,804 TENNESSEE ST,37.761599979777,-122.389671731155
222,870 TENNESSEE ST,37.760816226395,-122.389594459792
223,820 HOWARD ST,37.782576708539,-122.403674370303
224,644 TENNESSEE ST,37.763676145315,-122.389869951523
225,560 NORTH POINT ST,37.806277407008,-122.416433963323
226,902 TENNESSEE ST,37.760345186234,-122.389548566049
227,850 HOWARD ST,37.782193775317,-122.404158211661
228,669 MINNESOTA ST,37.76207015631,-122.390541307823
229,635 MINNESOTA ST,37.762470787303,-122.390581086737
230,2485 MASON ST,37.806373083543,-122.413825607621
231,625 MINNESOTA ST,37.762588619948,-122.390592786418
232,555 MINNESOTA ST,37.76350781766,-122.390679567086
233,1915 MARKET ST,37.770413001217,-122.425070812803
234,525 MINNESOTA ST,37.763864054636,-122.390712180287
235,551 MINNESOTA ST,37.763555315924,-122.390683915513
236,1340 HOWARD ST,37.774473092325,-122.413930071726
237,2779 JONES ST,37.806837470853,-122.41728959897
238,1636 GALVEZ AVE,37.741418809929,-122.388902430302
239,3187 16TH ST,37.76474596221,-122.423774315194
240,1632 HUDSON AVE,37.740660708649,-122.389227555019
241,1610 INNES AVE,37.739741674249,-122.389282220191
242,2989 16TH ST,37.765009749247,-122.419373857219
244,2845 16TH ST,37.765139176196,-122.417250847757
245,1695 STOCKTON ST,37.801273517204,-122.409423511022
247,2791 16TH ST,37.76527561164,-122.415063305294
250,1691 STOCKTON ST,37.801240303575,-122.409417061778
251,1651 STOCKTON ST,37.800908167284,-122.409352569338
252,1609 STOCKTON ST,37.800559424179,-122.409284852276
253,2410 MENDELL ST,37.72815540143,-122.395958740493
254,575 22ND ST,37.75795350356,-122.38713764954
255,290 GUERRERO ST,37.766580293633,-122.424390616734
256,948 HARRISON ST,37.778247858943,-122.402941775557
257,1260 HARRISON ST,37.773125616165,-122.409425385843
259,1020 HARRISON ST,37.776821263715,-122.404744416533
260,785 COLUMBUS AVE,37.801963894055,-122.412700851188
261,601 24TH ST,37.754159849562,-122.386040950992
263,1910 MISSION ST,37.766461112168,-122.419875182435
265,1270 HARRISON ST,37.77307231788,-122.409493400828
266,1280 HARRISON ST,37.773019019594,-122.409561415813
267,1930 MISSION ST,37.766151985016,-122.419846148431
269,1340 HARRISON ST,37.771892366483,-122.410983513381
270,740 BROADWAY,37.797608825685,-122.40924739303
271,905 FOLSOM ST,37.780118132388,-122.403474214589
272,1960 MISSION ST,37.765688294288,-122.419802597425
275,324 12TH ST,37.770587735976,-122.414440327292
276,751 BROADWAY,37.797487330218,-122.409288295559
277,340 12TH ST,37.770472253203,-122.41417735475
278,10 HOFF ST,37.76441960499,-122.420601782375
279,362 12TH ST,37.770378145484,-122.413963178623
280,20 HOFF ST,37.764306823854,-122.420591606647
281,225 COLUMBUS AVE,37.797229420954,-122.405864305458
283,36 HOFF ST,37.764126374036,-122.420575325482
284,175 KISSLING ST,37.771716761324,-122.415827868679
285,1130 FOLSOM ST,37.776164384492,-122.408680392968
286,48 HOFF ST,37.763991036673,-122.420563114609
287,1320 FOLSOM ST,37.773204429396,-122.412430404558
288,88 HOFF ST,37.763539912128,-122.420522411698
289,1200 FOLSOM ST,37.774993041008,-122.410164798477
290,75 RAUSCH ST,37.776234377106,-122.409303499705
292,73 RAUSCH ST,37.776257568401,-122.409333213544
293,2524 MISSION ST,37.756612267212,-122.418932297794
294,33 RAUSCH ST,37.776720590845,-122.40992873643
295,25 RAUSCH ST,37.776813132842,-122.410047870924
296,3055 MISSION ST,37.748574607606,-122.418022326472
297,2135 MISSION ST,37.76292428414,-122.419391710676
298,1985 MISSION ST,37.765325826398,-122.419623195971
299,1965 MISSION ST,37.765634953549,-122.419652229975
300,4178 MISSION ST,37.730307936478,-122.429871540342
301,4528 MISSION ST,37.725459553623,-122.434295485906
302,4712 MISSION ST,37.722833785856,-122.436281590426
303,4736 MISSION ST,37.722370307468,-122.436628195105
304,4870 MISSION ST,37.720406857477,-122.438157466432
305,5036 MISSION ST,37.717942275236,-122.440031551501
306,943 GENEVA AVE,37.716198586913,-122.440333214409
307,46 EXCELSIOR AVE,37.726019466157,-122.433303994307
308,415 FILBERT ST,37.801659555153,-122.406650448713
309,899 PACIFIC AVE,37.796446911867,-122.409992381803
310,537 JONES ST,37.786142654618,-122.413115016842
311,701 BAKER ST,37.777416753068,-122.441762155295
312,585 CHURCH ST,37.762246609081,-122.428373841146
313,621 STANYAN ST,37.769863521555,-122.453752023862
314,161 LEAVENWORTH ST,37.7824113849,-122.414049522566
315,147 LEAVENWORTH ST,37.782293836259,-122.414025786798
316,945 HYDE ST,37.789526916444,-122.417172395562
317,145 LEAVENWORTH ST,37.782277043596,-122.414022395974
318,1031 HYDE ST,37.79034049556,-122.417337666892
319,3117 24TH ST,37.752422516205,-122.414465568502
320,3105 24TH ST,37.752436167041,-122.414230578823
321,445 CHURCH ST,37.76363353096,-122.428508509424
322,915 HYDE ST,37.789277773295,-122.417121599419
323,219 LEAVENWORTH ST,37.782992991848,-122.414167367124
324,897 HYDE ST,37.789031303323,-122.417071491828
325,572 SAN JOSE AVE,37.746667988849,-122.421685270132
326,225 LEAVENWORTH ST,37.783042820493,-122.414177526356
327,815 HYDE ST,37.788328460609,-122.416929571758
328,3455 19TH AVE,37.760077174251,-122.420905709288
329,248 LEAVENWORTH ST,37.783675603538,-122.414159679816
330,425 CHURCH ST,37.76400704831,-122.428544424508
331,201 LEAVENWORTH ST,37.782843505914,-122.414136889429
332,1184 VALENCIA ST,37.753963098726,-122.420910823655
333,253 LEAVENWORTH ST,37.783275354168,-122.414224936103
334,745 HYDE ST,37.787542760696,-122.416771020402
335,3505 20TH ST,37.758564531633,-122.419212192852
336,2979 24TH ST,37.752594108238,-122.411490969415
337,702 LYON ST,37.777244169001,-122.443264742524
338,1290 VALENCIA ST,37.752279698647,-122.420753137225
339,805 HYDE ST,37.788242748083,-122.416912264433
340,590 SAN JOSE AVE,37.746537792348,-122.421732484261
341,705 HYDE ST,37.787495291026,-122.416761419801
342,415 LEAVENWORTH ST,37.784822945975,-122.414537959632
343,405 LEAVENWORTH ST,37.784739914858,-122.41452135342
344,401 LEAVENWORTH ST,37.784706702412,-122.414514710935
345,1220 FLORIDA ST,37.752372804098,-122.410104574384
346,737 HYDE ST,37.787458370171,-122.416753952666
347,3475 20TH ST,37.75860541418,-122.418503497933
348,3615 BUCHANAN ST,37.803226588998,-122.433435332367
349,451 LEAVENWORTH ST,37.785121858052,-122.414597742441
350,501 LEAVENWORTH ST,37.785633404949,-122.414699484123
351,421 LEAVENWORTH ST,37.784872764645,-122.414547923359
352,1260 FLORIDA ST,37.751769237777,-122.410046604812
353,698 PARKER AVE,37.775814511851,-122.45290485019
354,1780 UNION ST,37.79802536465,-122.428577216446
355,933 LARKIN ST,37.786644650142,-122.418268537117
356,545 LEAVENWORTH ST,37.786002663804,-122.414775507956
357,620 PARKER AVE,37.776032420135,-122.452947925054
358,660 PARKER AVE,37.775920672297,-122.45292583538
359,3465 20TH ST,37.758616796922,-122.418306738874
360,2889 24TH ST,37.752694927692,-122.409823522849
361,1820 UNION ST,37.797934067451,-122.429302674343
362,919 LARKIN ST,37.786412735827,-122.418222538751
363,1380 VALENCIA ST,37.750830001606,-122.420611516064
364,509 LEAVENWORTH ST,37.785700542923,-122.414713306638
365,525 LEAVENWORTH ST,37.78583481887,-122.414740951668
366,600 PARKER AVE,37.776088294054,-122.452958969891
367,1105 LARKIN ST,37.788024088959,-122.418549727032
368,3435 20TH ST,37.758659940396,-122.417609242317
369,1850 UNION ST,37.797876210422,-122.429763015299
370,1015 NAPLES ST,37.714018604741,-122.436227981923
371,2871 24TH ST,37.75271490773,-122.409526676272
372,1209 BUSH ST,37.789032573454,-122.417197032596
373,1870 UNION ST,37.797837639069,-122.43006990927
374,3405 20TH ST,37.758698996196,-122.417016081737
375,2781 24TH ST,37.752808586594,-122.407973785314
376,504 JONES ST,37.786093955493,-122.412958030705
377,608 PARKER AVE,37.776065944486,-122.452954551956
378,2809 24TH ST,37.752784145093,-122.408389974103
379,1845 POST ST,37.785210618497,-122.432180016335
380,2106 CHESTNUT ST,37.800623569227,-122.438214392942
381,2120 CHESTNUT ST,37.800599558347,-122.438401782296
382,1843 POST ST,37.785214472734,-122.432149601366
383,2701 24TH ST,37.752845589843,-122.407357063798
384,1562 HOLLOWAY AVE,37.72091825137,-122.475805682591
385,2250 GOLDEN GATE AVE,37.777582033183,-122.447992252595
386,2448 GOLDEN GATE AVE,37.777206072429,-122.450906382004
387,2251 GOLDEN GATE AVE,37.777433060902,-122.448237967412
388,3038 FILLMORE ST,37.797472520887,-122.435494180489
389,1121 BUSH ST,37.789216846253,-122.41570611911
390,1045 BUSH ST,37.789380321312,-122.414422720261
391,2201 GOLDEN GATE AVE,37.777483029581,-122.447863202131
392,1025 BUSH ST,37.789417562719,-122.414134945607
393,2525 FILLMORE ST,37.79270448942,-122.434677371891
394,216 EDDY ST,37.784149458426,-122.411315235523
395,204 EDDY ST,37.784175824215,-122.41110602861
396,2206 CHESTNUT ST,37.800437690369,-122.439671349362
397,208 EDDY ST,37.784167035618,-122.411175764248
398,17 PERSIA AVE,37.723113418692,-122.43580847716
399,3250 19TH ST,37.760456143042,-122.416491987439
400,230 EDDY ST,37.784118698339,-122.411559310255
401,2517 FILLMORE ST,37.792642456768,-122.434664581661
403,947 BUSH ST,37.789583709846,-122.412843430718
404,366 EDDY ST,37.783845367929,-122.413730532002
405,3310 19TH ST,37.760409646765,-122.417299030933
406,2212 CHESTNUT ST,37.800427516935,-122.43975412417
407,917 BUSH ST,37.789643150621,-122.412380062624
408,49 OCEAN AVE,37.723676643106,-122.436905902457
409,2551 23RD ST,37.754310540448,-122.404972517231
410,901 BUSH ST,37.789676528152,-122.412130457178
411,2515 FILLMORE ST,37.792626948605,-122.434661384104
412,2306 CHESTNUT ST,37.800228248827,-122.441352006786
413,1200 KANSAS ST,37.754447599133,-122.402623080195
414,915 BUSH ST,37.789647113339,-122.412349171417
415,420 EDDY ST,37.783730499003,-122.414630160946
416,3950 24TH ST,37.751563397437,-122.430795759636
417,434 EDDY ST,37.783704459704,-122.41484390031
418,3230 DIVISADERO ST,37.799383453675,-122.442652647171
419,520 EDDY ST,37.783525068969,-122.416270665516
420,75 PERRY ST,37.782780388442,-122.395898550562
421,3325 STEINER ST,37.799940457922,-122.437828418043
422,534 EDDY ST,37.783498068533,-122.416485495187
423,835 BUSH ST,37.789745788812,-122.411599645805
424,863 BUSH ST,37.789838211688,-122.410866289989
425,650 EDDY ST,37.783260516245,-122.418383611719
426,3246 PIERCE ST,37.799925015251,-122.439363931311
427,3465 18TH ST,37.7616816402,-122.420914152496
428,620 EDDY ST,37.783320916607,-122.417919339788
429,660 EDDY ST,37.783240434682,-122.418536720619
430,61 PERRY ST,37.782854860253,-122.39580368765
431,55 PERRY ST,37.782886776743,-122.395763032115
432,621 POLK ST,37.782286480587,-122.419091269775
433,2417 LOMBARD ST,37.799056395389,-122.441444406521
434,324 CLIPPER ST,37.749049870818,-122.432223331128
435,2323 FILLMORE ST,37.790961019016,-122.434328707998
436,3231 SCOTT ST,37.799581566337,-122.441126392063
437,3455 18TH ST,37.761696259975,-122.420680595849
438,4109 18TH ST,37.760824337913,-122.435147321998
439,1528 PINE ST,37.789616840735,-122.420969811017
441,555 LARKIN ST,37.782475665693,-122.417431570901
442,1601 EDDY ST,37.781155154519,-122.43403043054
443,561 LARKIN ST,37.782510385523,-122.417438741296
444,2921 GEARY BLVD,37.781965775432,-122.450320550605
445,1641 PACIFIC AVE,37.794892518692,-122.422176783957
446,735 FONT BLVD,37.722141101092,-122.48289078244
447,3110 17TH ST,37.76368248679,-122.416402546816
448,607 LARKIN ST,37.783438946875,-122.417626091447
449,731 LARKIN ST,37.784760196542,-122.417890172303
450,725 FONT BLVD,37.722035839974,-122.48276907772
451,1701 FILLMORE ST,37.78520150744,-122.433167388663
452,3260 17TH ST,37.763539187452,-122.418744967939
453,1565 PACIFIC AVE,37.794985197006,-122.421453716592
454,1545 PACIFIC AVE,37.795042469815,-122.420998024003
455,1523 PACIFIC AVE,37.795105469905,-122.420496762155
456,333 HYDE ST,37.783832287837,-122.416018052183
457,359 HYDE ST,37.78405059244,-122.416062132891
458,1635 HOLLOWAY AVE,37.720743756568,-122.477729763681
459,570 JESSIE ST,37.780925413478,-122.409950623269
460,3371 CESAR CHAVEZ ST,37.748067570579,-122.417598017922
461,3345 SACRAMENTO ST,37.788036606092,-122.447725522349
462,201 BUCHANAN ST,37.771638605388,-122.427051786842
463,3645 BAKER ST,37.804612838511,-122.447250869503
464,1315 FILLMORE ST,37.781827765989,-122.432482018529
465,1401 EDDY ST,37.781569447216,-122.430754946222
466,1625 HOLLOWAY AVE,37.720737440116,-122.477543879934
467,259 HYDE ST,37.783117809702,-122.415874865887
468,241 HYDE ST,37.782968385651,-122.41584388775
469,3300 17TH ST,37.763480965083,-122.419589916207
470,150 HYDE ST,37.782138480817,-122.41552739188
471,1537 PACIFIC AVE,37.795065378938,-122.420815746967
472,3457 BAKER ST,37.802865783196,-122.446899230672
473,1402 BROADWAY,37.79620207147,-122.42022353142
474,3350 17TH ST,37.763421601635,-122.420612845309
475,1416 BROADWAY,37.796186394168,-122.420311324345
476,1448 BROADWAY,37.796150560334,-122.420511993887
477,1442 BROADWAY,37.796157279178,-122.420474368348
479,1615 HOLLOWAY AVE,37.720731123664,-122.477357996187
480,3405 BAKER ST,37.802433971098,-122.446813287544
481,3229 BAKER ST,37.800872848686,-122.446495368378
482,3211 BAKER ST,37.800657431095,-122.446452494032
483,1590 BROADWAY,37.795827472645,-122.423131919617
484,1607 HOLLOWAY AVE,37.720726070503,-122.477209289189
485,2420 BAY ST,37.801806051198,-122.446912149891
486,3421 26TH ST,37.748958091362,-122.418595452882
487,1625 POST ST,37.785669823525,-122.428572340824
488,288 GOLDEN GATE AVE,37.781736826948,-122.415308011828
489,2121 POLK ST,37.796164163078,-122.421884657269
490,10 GOLDEN GATE AVE,37.782374405011,-122.410810051676
491,3159 BAKER ST,37.80019520725,-122.446360219829
492,1605 HOLLOWAY AVE,37.720724807212,-122.47717211244
493,3359 26TH ST,37.749038974304,-122.417231431042
494,3157 BAKER ST,37.800183741675,-122.446357926716
495,2139 POLK ST,37.796318605392,-122.421915982813
496,111 TAYLOR ST,37.783370423287,-122.410870751158
497,1451 POST ST,37.785882092979,-122.426884550219
498,3151 LYON ST,37.79986131968,-122.447613807163
499,2455 POLK ST,37.799262769824,-122.422512543229
500,3129 LYON ST,37.799676722058,-122.447584520064
501,2411 POLK ST,37.798893547693,-122.422438186044
502,1301 POST ST,37.786339451628,-122.423275959916
503,1330 GEARY BLVD,37.785434741245,-122.425267821068
504,1600 15TH ST,37.766729363295,-122.419901068781
505,3725 19TH ST,37.759735599024,-122.42658159946
506,2935 LYON ST,37.797849258653,-122.447281990517
507,3310 26TH ST,37.749214265072,-122.416193333508
508,2855 19TH AVE,37.760398559551,-122.410515419367
509,2901 LYON ST,37.797560854742,-122.44723666994
510,2235 POLK ST,37.797434752981,-122.42214218244
511,2755 LOMBARD ST,37.798477214859,-122.446687305633
512,748 GEARY ST,37.786502348198,-122.415400787223
513,2739 LOMBARD ST,37.798502132947,-122.446493206747
514,2217 POLK ST,37.797149372127,-122.422084252921
515,2801 LYON ST,37.79662525715,-122.447096769766
516,2023 POLK ST,37.795255329387,-122.421701576743
517,950 GEARY ST,37.786050214108,-122.418938280474
518,385 14TH ST,37.768098936771,-122.421971055711
519,1819 POLK ST,37.793444954755,-122.421341254267
520,2745 LYON ST,37.796058190243,-122.447009801947
521,2725 LYON ST,37.795890384928,-122.446983985766
522,365 14TH ST,37.768110556285,-122.421756094423
523,1813 POLK ST,37.79339734022,-122.42133211613
524,11 MASONIC AVE,37.782776120824,-122.447240593485
525,1545 POLK ST,37.791013570944,-122.420847121545
526,325 14TH ST,37.768151444351,-122.421034987419
527,1695 POLK ST,37.792283984738,-122.421104912867
528,87 MASONIC AVE,37.784959735257,-122.447640889962
529,801 BUENA VISTA AVE WEST,37.769023701655,-122.443333096389
530,2827 CALIFORNIA ST,37.787945291847,-122.440939825894
531,1541 POLK ST,37.790978578462,-122.420840088747
532,3650 19TH AVE,37.759952595586,-122.424796109842
533,174 ELLIS ST,37.785383939402,-122.409132766595
534,3260 23RD ST,37.753945368656,-122.417780326467
535,255 14TH ST,37.768274581707,-122.41897058026
536,225 ELLIS ST,37.785168167775,-122.409926005212
537,410 SOUTH VAN NESS AVE,37.76660344245,-122.417697863723
538,420 ELLIS ST,37.784865972785,-122.413167838937
539,498 CENTRAL AVE,37.774099508693,-122.444323276756
540,3107 22ND ST,37.755500682743,-122.416760409194
541,586 ELLIS ST,37.784539228965,-122.415837302897
542,1001 JONES ST,37.790511559622,-122.413997347455
543,666 ELLIS ST,37.784366371305,-122.417160049378
544,702 ELLIS ST,37.784279837121,-122.417821588946
545,1130 POST ST,37.786848167017,-122.420220334834
